,sentence,sentiment
33,the world s second largest stainless steel maker said net profit in the period until dec surged to euro million us million or euro us per share from euro million or euro per share the previous year,positive
34,shares of standard chartered stan rose in the while royal bank of scotland shares rose and shares were up,positive
35,shares of corp rose thursday after the cell phone maker said its earnings almost doubled and its share of the global handset market increased,positive
36,in its financial report published on friday said its net profit soared to bn in from a bn and proposed a dividend increase to per share,positive
37,at the request of finnish media company alma media s newspapers research manager at the finland futures research centre at the school of economics has drawn up a future scenario for finland s national economy by using a model developed by the university of denver,neutral
38,stock exchange announcement july share subscriptions with warrants and increase in share capital a total of shares have been subscribed with warrant program,neutral
39,a maximum of new shares can further be subscribed for by exercising b options under the stock option plan,neutral
40,operates stores in six countries including its core finnish market and generated a turnover of in,neutral
41,the acquisition will considerably increase s sales and market position in the russian metal industry coatings market,positive
42,in net sales rose to mn from mn in the corresponding period in,positive
43,adjusted for changes in the group structure the division s net sales increased by,positive
44,february finnish broadband data communication systems provider hel saw its net profit jump to m for the last quarter of from for the same period of,positive
45,finnish group s operating profit rose to mn in the first quarter of from mn in the first quarter of,positive
46,finnish bank of land s consolidated net operating profit increased from mn in the first quarter of to mn in the first quarter of,positive
47,finnish financial group reports operating profit of mn in up from mn in the corresponding period in,positive
48,finnish high technology provider group reports net sales of mn in the accounting period september february an increase of from a year earlier,positive
49,net sales of finnish food industry company s continuing operations increased by in to mn from mn in,positive
50,already services many current genesis customers and the customer base is expected to expand as a result of this agreement,positive
51,both operating profit and turnover for the period increased respectively from m and m as compared to the corresponding period in,positive
52,circulation revenue has increased by in finland and in sweden in,positive
53,clothing chain s net sales increased by to mn,positive
54,construction volumes meanwhile grow at a rate of percent annually,positive
55,however estimates its total net sales will continue to grow in and that favourable trends in net sales will lead to a profit in,positive
56,in cash flow from operating activities amounted to up from in the previous year,positive
57,in lithuania operating profit rose to from in the corresponding period in,positive
58,in the fourth quarter of net sales increased by to mn from mn in the fourth quarter of,positive
59,international sales rose by to mn,positive
60,net sales grew in the period to million us million from million in,positive
61,net sales increased to in april to june from a year earlier,positive
62,net sales rose by to m as the number of chargers delivered went up by to million pieces,positive
63,net sales totaled mn up from mn in the corresponding period in,positive
64,operating profit increased by to mn from mn,positive
65,operating profit margin increased from to,positive
66,operating profit rose to mn from mn in the corresponding period in,positive
67,operating profit rose to mn from mn in the fourth quarter of,positive
68,operating profit was mn up from mn,positive
69,s net sales in the second june were euro million about us million a percent increase compared with euro million for quarter last year,positive
70,revenue grew by percent to million million from million,positive
71,s delivery volumes and selling prices showed favourable development and the company s comparable net sales grew by to said,positive
72,the company s consolidated operating profit amounted to mn up from mn,positive
73,the department store division reported an increase in sales of per cent,positive
74,the fair value of the company s investment properties grew to billion at the end of march from million a year ago,positive
75,the last quarter was the best quarter of in net sales and the operating margin rose to,positive
76,the major breweries increased their domestic beer sales by per cent last year to million litres from million litres in,positive
77,operating profit rose by to million,positive
78,october finnish fishing tackle company corp hel said today its net profit rose to m for the first nine months of from m for the same period a year earlier,positive
79,according to finnish minerals the value of the company s orders has gone up to bn in months,positive
80,finnish bank of land reports its operating profit rose to mn in the second quarter of from mn in the corresponding period in,positive
81,finnish financial group s operating profit for increased to mn from mn in,positive
82,finnish forest machinery manufacturer s net sales grew to mn in the first quarter of from mn in the corresponding period in,positive
83,finnish has raised its net sales growth estimate for from over to over,positive
84,according to finland the plan is to increase s net sales to mn to mn,positive
85,advertising and circulation revenues grew by and by respectively,positive
86,at the end of march the group s order book was at mn up from the corresponding period in,positive
87,at the same time profit of the company increased by in h and reached ls,positive
88,both operating profit and net sales for the month period increased respectively from m and m as compared to the financial year,positive
89,both operating profit and net sales for the month period increased respectively from m and m as compared to the financial year,positive
90,both operating profit and net sales for the month period increased respectively from m and m as compared to,positive
91,both operating profit and net sales for the month period increased respectively from m and m as compared to,positive
92,both operating profit and net sales for the period increased respectively by and as compared to the corresponding period in,positive
93,both operating profit and net sales for the period increased respectively from m and m as compared to the corresponding period in,positive
94,both operating profit and net sales for the period increased respectively from m and m as compared to the corresponding period in,positive
95,both operating profit and net sales for the period increased respectively from m and m as compared to the corresponding period in,positive
96,both operating profit and net sales for the period increased respectively from m and m as compared to the corresponding period in,positive
97,both operating profit and net sales for the period increased respectively from m and m as compared to the corresponding period in,positive
98,both operating profit and net sales for the period increased respectively from m and as compared to the corresponding quarter in,positive
99,both operating profit and sales for the period increased respectively from m and m as compared to the corresponding period in,positive
100,both operating profit and turnover for the period increased respectively from m and m as compared to the corresponding period a year ago,positive
101,both operating profit and turnover for the period increased respectively from m and m as compared to the corresponding period in,positive
102,both operating profit and turnover for the period increased respectively from m and m as compared to the corresponding period a year ago,positive
103,cargo volume increased by approximately,positive
104,comparable operating profit totaled mn up from mn in,positive
105,said its consolidated net sales for were m up on the same period in m,positive
106,diluted earnings per share rose to from,positive
107,diluted earnings per share rose to versus,positive
108,diluted earnings per share rose to from,positive
109,diluted earnings per share rose to from,positive
110,diluted rose to from,positive
111,margin was up from to,positive
112,from continuing operations came in at up from,positive
113,equity ratio was compared to in the third quarter of net sales of the frozen foods business totaled up by about from the third quarter of,positive
114,in q may finnish textile and clothing design company hel said today its net profit rose to in the first quarter of from in the corresponding period a year earlier,positive
115,se a privately held provider of electronics manufacturing services to communications companies said thursday it signed a manufacturing supply deal with communications equipment company andrew corp,positive
116,finnish cutlery and hand tools maker abp hel said today its net profit rose to million m in the third quarter of from million a year earlier,positive
117,finnish department store chain abp net profit rose to euro for the first nine months of from euro for the same period of,positive
118,finnish lifting equipment maker said on july that its net profit rose to euro for the first half of from euro for the same period of,positive
119,finnish metal industry solutions supplier net profit rose to euro for the first nine months of from euro for the same period of,positive
120,finnish metal products company net profit rose to euro for the first quarter of from euro for the same period of,positive
121,finnish office supplies and computer accessories dealer said its net profit rose to euro in from euro in,positive
122,finnish security and privacy software solutions developer said on january that the preliminary sales of its products grew by pct to euro for the fourth quarter of,positive
123,finnish silicon wafer technology company helsinki reported on thursday august an operating profit of m for the period up from m in the corresponding period in,positive
124,finnish software developer done solutions said its net profit increased to euro in from euro in,positive
125,first quarter underlying operating profit rose to from a year earlier,positive
126,for the first nine months of the company s net profit rose to from for the corresponding period of,positive
127,helsinki retail and wholesale group reported net sales of for february an increase of pct,positive
128,however net sales in are seen to have grown to m from m in,positive
129,however sales returned to growth in said,positive
130,which is controlled by the finnish brewery reported a percent rise in beer sales to million litres and held an percent market share,positive
131,which is controlled by the nordic group baltic beverages holding posted a percent growth in beer sales for to million litres,positive
132,in december alone the members of the lithuanian brewers association sold a total of million liters of beer an increase of percent from the sales of million liters in december,positive
133,in the group s net interest income increased to mn from mn in,positive
134,in q of bank of land s net interest income increased from mn to mn,positive
135,in sweden operating profit for the period under review totaled mn up from the corresponding period in,positive
136,in the fourth quarter of orion s net profit went up by to,positive
137,in the second quarter of the group s net profit rose to million from million in,positive
138,in the second quarter of the group s net profit rose to m from m in,positive
139,in the third quarter net sales increased by to million or by at comparable currency rates growth,positive
140,in the third quarter net sales increased by to m or by at comparable currency rates growth,positive
141,its market share widened to percent from percent a year earlier,positive
142,the retailer and wholesaler of grain agricultural and warehousing machinery and accessories had net sales of million euros in an increase by over the preceding year,positive
143,s car import and retailing business saw sales grow by pct,positive
144,s net sales rose by some in the first nine months of,positive
145,adp news finnish management software solutions provider hel said today its net profit rose to million m for from million for,positive
146,adp news finnish it solutions provider hel said today its net profit rose to million m in from million in,positive
147,adp news finnish fishing tackle company corp hel said today its net profit rose to million m for from million for,positive
148,adp news nov finnish electronic measurement products and solutions maker said today that its net profit rose to million m for the first nine months of from,positive
149,adp news oct finnish lifting equipment maker said today that its net profit rose to million m in the first nine months of from million for the s,positive
150,expects its net sales to increase by about in at comparable exchange rates,positive
151,net interest income increased by to mn from mn in,positive
152,net interest income was mn up from mn in,positive
153,net interest income was mn up from mn,positive
154,net sales of the vegetable oil business rose to mn from mn,positive
155,multimedia s net sales totaled bn up from the corresponding period in,positive
156,operating income rose to mn from mn in,positive
157,operating profit of group rose to mn from mn and that of marketplaces to mn from mn in the third quarter of,positive
158,operating profit rose from mn to mn,positive
159,operating profit rose to from,positive
160,operating profit rose to mn from mn in the corresponding period in,positive
161,operating profit rose to mn from in the corresponding period in,positive
162,operating profit rose to mn from mn in the corresponding period in,positive
163,operating profit rose to mn from mn in the corresponding period in,positive
164,operating profit rose to mn from mn in,positive
165,operating profit rose to mn from mn in the corresponding period in,positive
166,operating profit rose to mn from mn,positive
167,operating profit rose to mn from mn,positive
168,operating profit rose to mn from mn in the corresponding period in,positive
169,operating profit rose to m from m year earlier,positive
170,operating profit surged to from,positive
171,operating profit totaled mn up slightly from mn in the corresponding period in,positive
172,operating profit totaled mn up from mn,positive
173,operating profit was mn up from mn,positive
174,operating profit was mn up from mn,positive
175,order intake grew by and respectively to million and billion for the respective and periods,positive
176,orders received grew by to,positive
177,orion s operating profit increased by from,positive
178,passenger volumes rose by in the accounting period,positive
179,revenue rose by to mn from mn in,positive
180,pretax profit rose to mn from mn in the corresponding period in,positive
181,pretax profit rose to mn from in the corresponding period in,positive
182,pretax profit rose to mn from mn in,positive
183,pretax profit totaled mn up from mn,positive
184,profit for the period totaled mn up from mn in the corresponding period in,positive
185,profit for the period was mn up from mn,positive
186,profit for the period was mn up from mn in,positive
187,revenue grew percent to billion us billion,positive
188,revenue in july to september grew percent to euro million from a year earlier the company said thursday,positive
189,revenues at the same time grew percent to million euros,positive
190,sales in latin america increased by to mn and a total of mn mobile devices were sold in the area representing an increase of from the corresponding period in,positive
191,magazines finland s net sales grew to mn from mn,positive
192,s net profit for the third quarter of rose to euro from euro for the same period of,positive
193,section regional news the demand in s asian traffic measured in passenger kilometers was up in august compare to last year,positive
194,which is controlled by the nordic group baltic beverages holding posted a percent growth in beer sales for to million liters,positive
195,that would be an increase from estimated sales of million last year,positive
196,the chain posted sales of million euros for full a rise of percent,positive
197,the company expects its net sales in to increase from,positive
198,the company s operating income totalled mn up from mn,positive
199,the outlook was increased by pct for and pct for,positive
200,the fair value of the investment properties totaled mn up from mn in,positive
201,the finnish government announced wednesday that it sold a percent stake in chemicals and fertilizer group for million us million sending the company s share price up percent,positive
202,the company which also owns the salomon atomic and brands said net profit rose percent in the three months through dec to million us million from million a year earlier,positive
203,the operating profit for grain trading increased to mn from mn in,positive
204,the stock rose for a second day on wednesday bringing its rise to or,positive
205,the stock rose for a third day on tuesday bringing its rise to or,positive
206,the transactions would increase earnings per share in the first quarter by some,positive
207,total operating revenue grew by to,positive
208,s cash flow from operations grew to mn from mn a year ago,positive
209,s product sales grew strongly in the financial period by percent,positive
210,february finnish textile and clothing company hel said today its preliminary operating profit grew to m in from m in,positive
211,expects its net sales for the whole to increase from the level when they reached million,positive
212,cash flow from operations rose to mn from mn in,positive
213,commission income rose by to mn from mn in,positive
214,earnings per share for were an increase of,positive
215,earnings per share rose to from,positive
216,said mobile subscriptions grew percent during mainly because of customers adopting third generation mobile technology,positive
217,for the quarter came in at up from a year ago and ahead of forecast of,positive
218,grew to from,positive
219,exports grew percent to million liters,positive
220,finnish investment group said its net profit went up to euro in fiscal ended october from euro in the same period of fiscal,positive
221,finnish metal components supplier said its net profit went up to euro in from euro in,positive
222,finnish silicon wafer technology company helsinki reported on thursday october an operating profit of m for up from m in the corresponding period in,positive
223,brands report net sales of mn up from mn,positive
224,however the proportion of the paid standing orders grew in,positive
225,in the group s net sales from continuing operations rose to mn from mn in the corresponding period in,positive
226,in s net sales increased to mn compared to mn in the corresponding period in,positive
227,in the reporting period net sales rose by to m due to the business acquisitions realized during the first half of the effect of which was m in the review period,positive
228,in the reporting period the company s operating profit grew by to million,positive
229,last year s net sales rose to million from million,positive
230,last year the company raised its turnover to approximately million litas from million litas in,positive
231,group s net sales are estimated to increase by about,positive
232,net sales surged by to million,positive
233,nevertheless its market share rose to percent from percent a year earlier,positive
234,sales were or a pct increase year on year,positive
235,which controls a percent stake in through a le said in its annual report published earlier this year that the lithuanian brewery s sales reached million euros last year a rise of percent from million euros in,positive
236,expects sales and market share to increase in the first quarter of,positive
237,operating profit increased to mn from mn in the corresponding period in,positive
238,operating profit of the asian plants grew markedly,positive
239,operating profit totaled mn up from mn in,positive
240,operating profit totalled mn up from mn,positive
241,production capacity will increase from to tonnes per year and the raw material will continue to be recycled paper and board,positive
242,profit for the period increased from mn to mn,positive
243,profit per share was up from,positive
244,return on capital employed rose by percentage points to,positive
245,revenue from july to september grew percent to euro billion the finnish company said thursday,positive
246,revenue grew percent to euro million us million from euro million,positive
247,s order book at the end of was up and up,positive
248,sales in finland rose by and international growth was,positive
249,sales of security and system packaging increased slightly,positive
250,s pretax profit doubled to mn,positive
251,the company s market share is continued to increase further,positive
252,the company s scheduled traffic measured in revenue passenger grew by just over and nearly more passengers were carried on scheduled flights than in february,positive
253,the disposal of will also strengthen s capital structure commented of,positive
254,the earnings per share for the quarter came in at up from the of the same quarter a year earlier,positive
255,the economic occupancy rate of s property portfolio rose to from in,positive
256,the group s month operating profit grew percent to million euros,positive
257,the growth of net sales in the first half of has been compared with the first half of,positive
258,the pretax profit of the group s life insurance business increased to million from million,positive
259,the pretax profit of the group s life insurance business increased to from,positive
260,the total delivery volume of paper businesses in was tonnes up from tonnes in,positive
261,the value of the firm s forestry holdings increased by bn,positive
262,turnover rose to from,positive
263,finnish mining co hel said thursday it had picked lynch and as joint of its planned issue of convertible notes worth up to,neutral
264,the mall is part of the baltic pearl development project in the city of st petersburg where baltic pearl a subsidiary of shanghai foreign joint investment company is developing homes for people,neutral
265,controls a further of the company via investment fund power fund i,neutral
266,complete name of the shareholder otto further information the amount of shares now transferred corresponds to of the total number of shares in,neutral
267,a data processing unit collects the data calculates values and provides the data to users via various interfaces,neutral
268,german ag s hamburg branch and us morgan participated as arrangers and dutch ing inga as,neutral
269,increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan,neutral
270,it has some offices worldwide and more than pct of its net sales are generated outside finland,neutral
271,it has branches in finland with annual revenue in finland of,neutral
272,messaging enables customers to receive from up to email accounts on their mobile phone supporting all pop or email services,neutral
273,share repurchase in the helsinki stock exchange on behalf of bank as helsinki branch,neutral
274,the contract value amounts to about the company added,neutral
275,said that there are still a number of operational aspects to be defined between it and and further details of the product and market initiatives resulting from this agreement will be available at a later date,neutral
276,alexandria va may kenneth bower of vista calif has developed an ornamental design for a handset the us patent trademark office announced,neutral
277,develops manufactures and markets liquid handling products and diagnostic test systems for use in research healthcare and industrial laboratories,neutral
278,mr deputy executive chairman of sports direct sold a pc stake in the company for more than pounds m at the time of the float,neutral
279,rental of building equipment accounted for percent of the operating income,neutral
280,s delivery includes steel structures including installation for bascule bridge and steel piles for the bridge foundations,neutral
281,was established in in finland and it became the first foreign company to enter russia s retail trade market in,neutral
282,the wig index ended thursday s session pct up at pts while the wig was down at pts,neutral
283,the business to be divested generates consolidated net sales of million annually and currently has some employees,neutral
284,the company generates net sales of about euro annually and employs,neutral
285,the contract covers the manufacturing and installation of the steel structures,neutral
286,the order also includes startup and commissioning services,neutral
287,the phones are targeted at first time users in growth markets,neutral
288,generated net sales of euro in,neutral
289,powder coatings has some employees at its four paint plants which generated revenues of m m in,neutral
290,under the rental agreement was committed to invest in the building of a bridge over the street or build an underground tunnel for crossing the street by,neutral
291,generates annual net sales of about and employs people,neutral
292,jan ford is struggling in the face of slowing truck and sales and a surfeit of cars,negative
293,pharmaceuticals group orion corp reported a fall in its earnings that were hit by larger expenditures on rd and marketing,negative
294,however the growth margin slowed down due to the financial crisis,negative
295,helsinki tyres reported a fourth quarter pretax profit of up from on the back of strong sales,positive
296,group which is owned by denmark s royal raised its market share to percent from percent as beer sales for the seven months jumped by percent to million liters,positive
297,the company now estimates its net sales in to increase considerably from and its operating result to be clearly positive,positive
298,made an operating profit of mn up from mn which made a record year,positive
299,corporation stock exchange release august at signed a large deal with an international industrial group will deliver invoice automation solution and connectivity services to an international industrial group,positive
300,it estimates the operating profit to further improve from the third quarter,positive
301,forecast a annual sales growth and a positive pretax result for,positive
302,sales rose pct to on the back of strong volume and favourable currency effects,positive
303,the growth of net sales has continued favourably in the middle east and in asia pacific,positive
304,with this appointment bank aims to further coordinate capital markets activities within the group and to improve the overall service to clients,positive
305,following this increase s registered share capital is m and the number of shares outstanding is,neutral
306,helsinki on october communications security corp board of directors for further information please contact chairman tel distribution helsinki,neutral
307,the offer of some million shares aimed to raise more than million us million was expected to be completed by oct said,neutral
308,said could be of value to siemens or given its leading supply status with along with products,positive
309,we succeeded in increasing our market share of sold apartment comments mr kari head of international construction services,positive
310,with capman as a partner we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers says christopher wynne of papa john s russia,positive
311,finnish corporation that in wet wipes and flexible packaging reports net sales of mn in the second quarter of up from mn in the second quarter of,positive
312,finnish software developer said on december it won a euro order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of brasil,positive
313,adp news dec finnish construction and engineering company said today it won a million m order to expand the phosphate concentrator in of norwegian,positive
314,the bank sees a potential for share to rise,positive
315,the company recorded revenues of e million during the fiscal year ended december an increase of over,positive
316,the robust growth was the result of the inclusion of clothing chain in the group in december,positive
317,the six breweries recorded a percent growth in domestic beer sales last year to million liters from million liters sold in,positive
318,a january board of directors has approved an increase in the quarterly dividend from to per share,positive
319,investors cheered the agreement pushing shares up or euro to euro in afternoon trade,positive
320,london shares in corp have been upgraded to hold from sell by abn with the price target raised to from said dealers,positive
321,london said it s won a services contract to run s network operations in nine locations in india,positive
322,progress group s representative in saudi arabia and north africa has signed a framework agreement for a long term strategic relationship with ise,positive
323,controlled by the finnish brewery achieved a percent rise in beer sales to million liters and held a percent market share,positive
324,in addition and have signed exclusive rental agreements in finland and have extended their existing rental agreements in the swedish market for another five years,positive
325,press release december am establishes a new subsidiary in has established a subsidiary in india in order to better serve its indian customers and to increase its business in the growing indian market,positive
326,the original contract was signed last summer,neutral
327,the number of collection errors fell considerably and operations speeded up,positive
328,in the second quarter of the group s pretax loss narrowed to from,positive
329,january finnish metal products company hel said yesterday its net loss narrowed to in the last quarter of from m for the same period a year earlier,positive
330,may finnish liquid handling products and diagnostic test systems maker hel said today may its net loss narrowed to m m for the first quarter of from m for the same period of,positive
331,finnish metal products company hel said today its net loss narrowed to in the last quarter of from million for the same period a year earlier,positive
332,finnish steel maker hel or said today its net loss contracted to million m for the first nine months of from million for the same period a year ago,positive
333,for the first nine months of s net loss narrowed to million from million for the same period of,positive
334,in the first nine months of the company s net loss narrowed to from million for the corresponding period of,positive
335,in the first nine months of the company s net loss narrowed to from m for the corresponding period of,positive
336,adp news finnish computer services company hel said today its net loss narrowed to for from million for,positive
337,the new factory working model and would decrease tyres costs in the factory by million m,positive
338,october finnish metal products company hel said yesterday that its net loss narrowed to for the first nine months of from m for the same period of,positive
339,finnish fibers and plastic products maker corporation said its net loss narrowed to euro in the first nine months of from euro in the same period of,positive
340,in the second quarter of s net loss narrowed to from million in the same period of,positive
341,adp news nov finnish printed circuit board maker group said today that its net loss narrowed to million m in the first nine months of from,positive
342,however narrowed its net loss for the second quarter of to euro from euro a year ago,positive
343,narrows to m mo october finnish software and hardware developer hel or said today that its net loss narrowed to m for the first nine months of from m for the same period a year ago,positive
344,the diluted loss per share narrowed to from,positive
345,unit costs for flight operations fell by percent,positive
346,the loss for the third quarter of was mn smaller than the loss of the second quarter of,positive
347,february steel maker hel or said today it slipped to a pretax loss of in the fourth quarter of from a profit of,negative
348,steel maker hel or said today it slipped to a pretax loss of million m in the fourth quarter of from a,negative
349,result before taxes decreased to nearly mn compared to nearly mn in the previous accounting period,negative
350,the company slipped to an operating loss of million from a profit of million,negative
351,april finnish construction and engineering company hel said today it slipped to a net loss of m in the first quarter of from a net profit of m in the corresponding period last year,negative
352,slipped to a pretax loss of million from a pretax profit of million,negative
353,finnish it solutions provider hel said today its slipped to a net loss of in the second quarter of from a profit of in the corresponding period a year earlier,negative
354,in slipped to a net loss of m from a profit of m in the previous year,negative
355,in q of profit before taxes amounted to mn down from mn in q of,negative
356,finnish real estate investor hel said today that it slipped to a net loss of million m in from a profit of million in,negative
357,steel maker hel said today it slipped to a net loss of million m for the first half of from a net profit of,negative
358,profit before taxes amounted to mn down from mn a year ago,negative
359,profit before taxes decreased by to mn in the first nine months of compared to mn a year earlier,negative
360,profit before taxes decreased to mn from mn the year before,negative
361,profit before taxes was mn down from mn,negative
362,the company s profit before taxes fell to mn in the third quarter of compared to mn in the corresponding period in,negative
363,in the company s result before taxes totalled mn up from mn in the corresponding period in,positive
364,finnish bore that is owned by the family has grown recently through the acquisition of smaller shipping companies,positive
365,the plan is estimated to generate some million m in cost savings on an annual basis,positive
366,finnish pharmaceuticals company orion reports profit before taxes of mn in the third quarter of up from mn in the corresponding period in,positive
367,finnish bank of danish bank group reports profit before taxes of mn in up from mn in,positive
368,profit after taxes for the period was up to m from m last year,positive
369,profit before taxes was mn up from mn a year earlier,positive
370,august finnish measuring equipment maker hel said today that its net loss widened to m in the first half of from m in the corresponding period a year earlier,negative
371,finnish power supply solutions and systems provider said its net loss widened to euro for the first quarter of fiscal ending october from euro for the same period of fiscal,negative
372,adp news apr finnish business information systems developer hel said today its net loss widened to for the first quarter of from for the same peri,negative
373,added that data shows producers pulp inventories in north america are declining,negative
374,the group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons for the fifth quarter running,negative
375,for the current year expects its net sales to increase and the operating result to be positive,positive
376,turnover surged to m from m due to increasing service demand especially in the third quarter and the overall growth of its business,positive
377,as a result the company currently anticipates net sales to increase and the operating result to be positive,positive
378,s deliveries increased during the third quarter by percent and the efficiency of operations improved chief executive jussi said,positive
379,global sports equipment maker sports corp whose brands include atomic salomon and wilson saw a percent increase in net profit to euro million million on strong sales and cost cuts,positive
380,due to rapid expansion the market share of in terms of passenger carriage through port of totaled percent in november against percent in november,positive
381,cash flow from operations for the most recent quarter also reached a eight year low,negative
382,earnings per share amounted to up from the loss of,positive
383,earnings per share were up from the loss of,positive
384,operating profit totalled mn up from an operating loss of mn,positive
385,operating profit totalled mn up from a loss of mn in the second quarter of,positive
386,operating result including nonrecurring items rose to mn from a loss of mn in,positive
387,the finnish retailer reported to have quarterly revenues totalling mn in the th quarter up from mn loss in,positive
388,earnings per share amounted to up from the loss of,positive
389,operating profit totalled mn up from a loss of mn in the fourth quarter of,positive
390,operating profit was mn up from a loss of mn a year earlier,positive
391,the investments and operational changes enable additional of the working hours and thereby further cost savings of some,positive
392,shareholder s full name and id code petri born for further information please contact tel,neutral
393,september finnish stationery and gift retailer hel said today its net sales rose by to m in august driven by growth in finland while demand in the remained weak,positive
394,by on monday shares in bavarian nordic had climbed to on the stock exchange in copenhagen after having lost in the past month,positive
395,for example net sales increased by from the first quarter and increased from a negative mn in the first quarter of,positive
396,at this growth rate paying off the national debt will be extremely painful,negative
397,our customer has been satisfied with invoice automation solution and extends the implementation to new geographies,positive
398,by separating side businesses we will be able to faster expand and develop retail network,positive
399,according to viking line s managing director the company s board of directors is very satisfied with viking line s performance,positive
400,combining this deep domain expertise with our application service management and service offerings has now proved to be a winning combination,positive
401,finnish construction company said on november it won a euro contract to construct the new office building for local property company real estate oy,positive
402,major order in india corporation has received a significant order for mediation and provisioning solutions being used by a leading operator in india,positive
403,has posted a strong set of figures for the first six months of this year,positive
404,operating profit improved by to mn from mn in,positive
405,our standardised services have met with a positive reception among our customers as well as at,positive
406,performance in the second half of exceeded expectations,positive
407,projects the forest machine markets to improve more than expected in from the previous year,positive
408,which is based in lithuania s city boosted its sales last year per cent to million liters,positive
409,s bid to buy glisten is a deal for both companies the chairman of the snacks firm told today february,positive
410,the aim is an annual improvement in construction s operating profit of more than million m starting in,positive
411,the transaction will have a positive impact of around on earnings which will recognize during the fourth quarter of this year,positive
412,the combined activities will create value for shareholders and be good for our employees and customers,positive
413,the trend in the sports and leisure markets was favorable in the first months of the year,positive
414,january finnish it solutions provider hel said today it has won a m m contract from lithuanian social insurance institution,positive
415,finnish construction group has been awarded two road building contracts by the lithuanian transport administration,positive
416,finnish flexible packaging manufacturer corporation reports net sales of mn in the first quarter of compared with mn a year earlier,positive
417,finnish paper has been awarded a contract for the rebuild of forest industries pulp mill in malaysia,positive
418,finnish technology has been awarded several new grinding technology contracts,positive
419,finnish has been awarded a contract to supply and install steel superstructures for the bridge in in sweden,positive
